date,amount,cost_per_gram
2023-06-20T22:35:26.225,0.165,7.25,7a127649-131e-402c-a1a8-be4fb5add5ad
2023-06-21T08:05:57.046,0.1,7.25,5d4edec2-b3b4-4b6d-91fd-d0f08b7050f2
2023-06-21T08:20:39.819,0.07,7.25,d382ff88-33b9-44ea-9d85-cde585349c84
2023-06-21T10:59:09.273,0.07,7.25,562a0781-5297-48df-8a06-60ea4fa10eb1
2023-06-21T11:12:29.687,0.07,7.25,9fce25c4-fb14-4814-918b-bcca36d53ae7
2023-06-21T11:26:33.787,0.07,7.25,70e37837-cdb4-4d28-ade9-235f9ec00159
2023-06-21T11:59:44.126,0.07,7.25,0956f76a-ca1f-4307-aae5-e780b31a23b6
2023-06-21T13:25:33.775,0.08,7.25,e029dc40-8142-43d4-a1f5-807fac6658d7
2023-06-21T15:01:47.413,0.08,7.25,afd7b72f-904e-4980-a33f-72d5812eacaa
2023-06-21T15:19:14.833,0.08,7.25,b804939f-8230-4e1b-aaa5-f6e887a1d766
2023-06-21T15:28:09.544,0.08,7.25,e8adbf2c-9c35-41cf-be03-e193708be933
2023-06-21T16:42:03.236,0.15,7.25,f8e4c27a-263f-483d-bad4-d2816c7d3bd0
2023-06-21T17:35:04.367,0.08,7.25,24845e6b-6c38-4bee-8d3e-ffc11a44db62
2023-06-21T17:51:31.674,0.08,7.25,7da51104-20f2-4eeb-88e9-f191140d5e2d
2023-06-21T19:11:00,0.7,7.25,651bd039-f70b-41fc-83a4-35c8a8ca0908
2023-06-21T22:40:42.741,0.07,7.25,d173a0f0-427c-4899-a6dc-85cdf2bdbf6b
2023-06-21T23:01:50.041,0.07,7.25,bd90d549-6024-4475-84c5-b443a231410e
2023-06-22T07:49:04.953,0.07,7.25,2d96ad9b-ca4a-4364-b39c-53920c0d7296
2023-06-22T08:05:18.223,0.07,7.25,ded5b0b7-dfb7-4597-b9a1-d5b40527f115
2023-06-22T08:15:30.012,0.07,7.25,2baeef23-c1de-4720-870a-3b1d8c90e717
2023-06-22T08:25:59.007,0.07,7.25,5a481b20-404e-40ee-b17a-c4b4109b5cb6
2023-06-22T10:24:00.399,0.07,7.25,f6d97493-cf75-42c9-b595-139b6f77403a
2023-06-22T11:18:32.051,0.07,7.25,a72778a7-cff3-4011-ac33-0c848543c357
2023-06-22T11:33:20.471,0.07,7.25,4dd5235a-3535-4d6c-a945-b92d00054d54
2023-06-22T12:02:12.913,0.07,7.25,c8850952-6b60-47bd-93f6-ae9c8d490156
2023-06-22T14:30:44.921,0.07,7.25,39646902-3591-43a0-90f6-71bc824e3c18
2023-06-22T14:47:16.35,0.07,7.25,3e982c16-dc3c-4a89-bff0-fe2b672e5f5f
2023-06-22T15:27:17.613,0.07,7.25,b8cef882-8f8e-4c2e-a22b-f83fd2589b1a
2023-06-22T15:43:09.068,0.07,7.25,07856fc9-235b-4972-a926-2318ba071df7
2023-06-22T17:59:06.905,0.07,7.25,ffa8d324-865c-46c0-aa04-a8ab3bae7425
2023-06-22T18:07:54.607,0.07,7.25,39992afb-b9b6-4286-bdaa-2c7fe926f851
2023-06-22T18:22:34.017,0.1,7.25,b44c8b6f-22b0-473c-b35a-e60e171da2c0
2023-06-22T20:48:10.535,0.15,7.25,26c58089-a093-442c-9371-50fef2a04a0e
2023-06-22T21:07:15.501,0.15,7.25,5c8f3a64-51f1-4bc4-8e33-660f8c32d63a
2023-06-23T07:32:26.741,0.07,7.25,c714c3d7-0f79-4c63-b84d-86c058a3b27a
2023-06-23T07:42:10.057,0.07,7.25,921a2c96-db3c-461b-af89-bbda43da76c7
2023-06-23T09:12:05.821,0.07,7.25,84b41ab7-f793-4530-b578-4c42ae289981
2023-06-23T09:30:28.288,0.08,7.25,1de6ee2c-ace4-4c2f-8edb-404beb631661
2023-06-23T09:48:02.731,0.07,7.25,46e587b0-2628-4a47-8079-1c1c32128d34
2023-06-23T09:58:17.233,0.08,7.25,06ded43d-09ef-4471-98e6-32c5a19a5115
2023-06-23T12:36:15.006,0.08,7.25,08c85e26-b4db-44e8-bf50-09d5c262e5b9
2023-06-23T12:54:25.854,0.07,7.25,6e6df737-96ca-4812-9b9a-0290bc6ec1ba
2023-06-23T13:02:35.583,0.07,7.25,ab5f5ef6-647c-4427-87c7-5ed29fbaabe8
2023-06-23T13:10:59.584,0.08,7.25,41953ea3-f289-49c5-88e4-202a384ccb1b
2023-06-23T13:26:41.57,0.08,7.25,e81c6da6-c59c-41d2-9ea1-9fab07b7ce4c
2023-06-23T13:54:07.592,0.07,7.25,ec85e743-850d-4957-935c-20477b826e5a
2023-06-23T16:47:48.941,0.15,7.25,f95b5313-dd7c-449e-9d7a-c0c3a140d0bb
2023-06-23T18:47:26.571,0.15,7.25,5f4c3df5-f5d4-47c6-9bbc-aa3d4fca8383
2023-06-23T20:00:00,0.165,7.25,24d2c67e-e10e-4bbe-804c-acfdf9919969
2023-06-23T21:00:21.689,0.15,7.25,de0d486b-96c2-4813-be63-0f165014076f
2023-06-23T22:30:28.316,0.15,7.25,3b4efe6c-7388-40d9-b476-d79456d9ba63
2023-06-24T08:55:25.204,0.12,7.25,bf29a691-c52f-4aba-8dd3-7fc4acca272b
2023-06-24T09:15:56.766,0.15,7.25,66a4679e-9e5f-456b-b5eb-e16525b9878c
2023-06-24T10:38:38.61,0.15,7.25,36d1207c-04f7-46ea-b51a-0871fe16e8b9
2023-06-24T13:32:49.999,0.15,7.25,51015f3f-0a7e-4fe0-bec2-55dda144dbcb
2023-06-24T16:46:00.123,0.15,7.25,06e50375-9e5e-426a-a91c-2d5e91ddbe9b
2023-06-24T16:57:55.969,0.1,7.25,6455f7bd-f476-4228-b2e3-4599d4b54b1a
2023-06-24T18:22:29.203,0.15,7.25,47f49a62-e92a-4f05-a830-83b6a65b3030
2023-06-24T18:33:40.937,0.15,7.25,b25d8f0b-4852-4c05-800e-8773df1b7b1f
2023-06-24T22:04:18.513,0.15,7.25,c2b60857-e08f-46d8-b463-42db05cdd322
2023-06-25T07:43:28.688,0.15,7.25,85a16b1d-1e93-4207-af68-e452706d59a6
2023-06-25T09:22:59.629,0.09,7.25,eefad79c-2984-4c84-8144-45c6d57b0209
2023-06-25T09:38:20.854,0.08,7.25,c934a97d-5903-4f11-8d5b-c52c006bd33b
2023-06-25T11:51:10.385,0.08,7.25,97dc6443-a612-47d0-910f-f938dad6dba9
2023-06-25T12:14:09.733,0.08,7.25,684ff2de-4356-4515-be3a-1225719c9d5a
2023-06-25T12:45:09.182,0.08,7.25,838deab8-7210-453f-914d-dc52ad5c4cf7
2023-06-25T16:53:40.034,0.15,7.25,05cb952b-eb18-4413-bb91-54f01a43f252
2023-06-25T17:02:37.639,0.1,7.25,5af3e5cc-bd80-4574-bca4-15f9e10e3d43
2023-06-25T19:09:17.886,0.07,7.25,d4284929-19c4-4bf1-8b4a-ad3f9fe9d781
2023-06-25T19:19:41.91,0.07,7.25,6b03f2d8-6977-43b5-9177-05c9f1d76172
2023-06-25T21:09:27.635,0.07,7.25,492764a9-249a-4261-bc3d-4343df783e7d
2023-06-25T21:32:19.144,0.07,7.25,381361c9-63b8-49bd-bea9-b9fc3ecdc1c6
2023-06-26T05:40:10.565,0.07,7.25,1c7c5cc1-f1a0-412f-8577-9fc40bd19d9e
2023-06-26T06:04:56.1,0.07,7.25,d8bf7038-572a-4a8a-995a-1204d4758357
2023-06-26T06:35:29.479,0.07,7.25,94f1cc17-31c5-4814-9e07-96a00e47eed5
2023-06-26T06:45:29.307,0.05,7.25,4ef43ae4-0e65-4e53-aeee-a0aa5cb08823
2023-06-26T09:56:25.043,0.07,7.25,56460ac2-eb6d-4da3-b5f0-ec9f98c658ac
2023-06-26T10:20:09.32,0.07,7.25,4bcd80e6-992a-48b4-a6eb-c1f39ebe3068
2023-06-26T10:42:23.152,0.07,7.25,65105430-6357-48f5-87f4-7ae6814a05ce
2023-06-26T11:00:22.734,0.07,7.25,379768d3-45fb-4616-abbe-c7c00d44b10f
2023-06-26T12:51:41.647,0.07,7.25,420adba0-ba97-4cd0-af98-375a8a891ee8
2023-06-26T13:16:15.309,0.07,7.25,fa776966-50eb-411e-914f-c0adb6c505f1
2023-06-26T15:31:57.462,0.07,7.25,2299610e-24da-47da-aba8-5e6b1bb9d94a
2023-06-26T15:55:18.447,0.07,7.25,9c933fb9-64ac-4fc7-8015-733ef7931bdb
2023-06-26T17:51:12.373,0.07,7.25,0e3a94cd-5bd0-47fe-8b21-0fb6107b9afb
2023-06-26T18:03:14.167,0.08,7.25,05020f11-881a-4e3c-9c10-342a3dee15d4
2023-06-26T18:13:59.291,0.08,7.25,fc6e6757-5de1-4976-a060-3b4f2b26661c
2023-06-26T18:25:33.625,0.07,7.25,e9acfb1d-4c51-4278-9e44-d9c5b0a5bc1f
2023-06-26T18:51:11.546,0.07,7.25,3896242a-c51b-4b11-9419-82f16d58e5d6
2023-06-26T20:23:00,0.165,7.25,8c86a020-e0e6-4d6f-a6f6-40abf3bd8c66
2023-06-26T21:33:43.698,0.04,7.25,20db00d2-1199-4457-b2c7-174f0fbe7e7b
2023-06-26T21:35:57.516,0.165,7.25,49a9e748-36f2-465f-a755-39cbd7dec055
2023-06-26T21:57:22.912,0.04,7.25,7bffc22a-c723-4c5c-b8bd-6e5b9bf33059
2023-06-26T22:05:20.377,0.07,7.25,bcd02a2b-e27f-4d7d-84ad-b30dd52e7f9b
2023-06-27T07:01:30.02,0.07,7.25,07eda08d-8283-4941-88f4-90f25d444587
2023-06-27T07:17:18.073,0.07,7.25,c86464d2-d1b0-4e50-b1d3-54c37f323e6e
2023-06-27T07:32:57.492,0.07,7.25,2d515b3d-6b72-463e-94ee-4e517e2fe03f
2023-06-27T07:46:02.848,0.07,7.25,92c7324e-550e-4304-aeaf-123f33d23643
2023-06-27T10:15:38.17,0.07,7.25,95fe1dc5-f056-4180-8550-297e06da5350
2023-06-27T10:46:39.034,0.09,7.25,c242958d-0d72-4544-ac15-555bb26165ce
2023-06-27T10:58:28.858,0.06,7.25,3c590900-8877-4228-ab0b-66dbdfe778e7
2023-06-27T13:01:00,0.06,7.25,c794268a-5d18-4000-8c9a-0b6814cf6d2e
2023-06-27T13:09:07.304,0.06,7.25,49ccc431-5149-435c-91eb-00b5f24f3a16
2023-06-27T13:24:48.006,0.07,7.25,79e418d4-b988-447b-b67a-cde1768b9322
2023-06-27T15:30:24.859,0.07,7.25,a9f051bf-3d48-4d8c-8c79-afc20ed9433e
2023-06-27T16:15:38.917,0.07,7.25,699cc62b-c7a6-4f7e-97b4-48d383bc8eef
2023-06-27T16:31:38.741,0.07,7.25,0d6889a9-5118-4eaa-a8ec-b1029648b4e3
2023-06-27T18:15:12.223,0.07,7.25,396487ab-6c38-42f9-b225-f7cf0d87c382
2023-06-27T18:25:12.789,0.1,7.25,5fc0be98-42d5-4071-8dab-7f457154094c
2023-06-27T18:47:36.52,0.06,7.25,4bcfdfb4-204b-4c4f-ac00-cbff4801486a
2023-06-27T19:41:35.029,0.08,7.25,605e4b0f-071d-4cec-b4a8-d4e10464cc41
2023-06-27T19:59:02.241,0.08,7.25,903ba195-abee-4d18-887c-1e7e5ebaa63d
2023-06-27T21:14:14.209,0.07,7.25,656b15ef-2c85-479f-9fff-a3619ec09a49
2023-06-27T22:52:55.459,0.07,7.25,293d9a81-1149-472e-a99b-0d2046345701
2023-06-28T07:30:09.863,0.07,7.25,fb2e5a6c-2550-45b7-85b8-38741e40b141
2023-06-28T07:43:21.5,0.07,7.25,e9b17c7d-ce5c-470f-b3a9-c62b3550b2b7
2023-06-28T10:57:15.705,0.07,7.25,1d34a1d3-f0f7-4035-891b-c6ac8ad3eea9
2023-06-28T11:07:53.323,0.07,7.25,6b8caf80-9e31-4fbf-8e9c-8ebfc90042ca
2023-06-28T13:19:36.366,0.07,7.25,7f655729-efe5-4c9a-9db8-64eee1fc6197
2023-06-28T13:34:52.607,0.09,7.25,40db6189-0fac-48a6-b4ab-5945ac0f58ec
2023-06-28T13:52:54.083,0.07,7.25,3bb5fdb0-b7fb-4323-8ae5-a05d1393cde6
2023-06-28T14:17:13.964,0.07,7.25,c1710079-0c01-431b-9682-6be15d3ca56f
2023-06-28T16:28:15.939,0.07,7.25,71c9cb36-09f4-4f83-ac17-02b34ac49845
2023-06-28T16:43:51.765,0.07,7.25,ff6bdc65-d846-4f4e-81ea-6e5a59e3d2b3
2023-06-28T18:17:58.846,0.15,7.25,5bbac7d9-f52e-455d-9873-5a9915760009
2023-06-28T20:15:07.292,0.07,7.25,70a25205-9415-45ba-8c44-e69bf5ca8a96
2023-06-28T20:26:49.127,0.07,7.25,f1e622e5-d4dd-4f2d-a9a8-3f4688dd6d0f
2023-06-28T22:06:52.247,0.07,7.25,d94f06c8-c199-4bde-8be8-2babe8d79885
2023-06-28T22:44:05.624,0.07,7.25,d1eb4b4f-751a-4073-8a23-e58febfcc0b5
2023-06-29T06:09:31.363,0.07,7.25,25da3acb-f225-491b-9d4f-65b18e83f46a
2023-06-29T06:33:54.089,0.07,7.25,3cd38674-5726-49fa-9899-804d3817d125
2023-06-29T06:50:01.678,0.07,7.25,38c10a76-2d81-4b82-a5bf-88872e849518
2023-06-29T07:38:46.73,0.07,7.25,a7467902-d44f-4367-b904-4458ba1e246b
2023-06-29T07:57:57.604,0.07,7.25,a4f9f003-154d-4f15-9d38-b91c36291de8
2023-06-29T08:43:15.978,0.07,7.25,37f4af7a-63df-428b-a227-eae5cbe8b81b
2023-06-29T08:58:24.103,0.07,7.25,c51f317a-154e-403d-a5cb-e3f66b7356f1
2023-06-29T09:10:27.149,0.07,7.25,cf7e77ee-6c6c-4792-a9b5-a1c14457a723
2023-06-29T12:49:06.134,0.07,7.25,54728704-817c-457c-88bc-61eab8b6ed60
2023-06-29T13:02:26.717,0.06,7.25,bb35b15e-abac-425d-b057-0c64780bb9f5
2023-06-29T15:45:55.802,0.08,7.25,08ff6b0e-4e21-489f-b249-aa7082e41633
2023-06-29T15:57:48.798,0.07,7.25,e9adca5e-7b48-4aa8-842f-da9d4b0fd617
2023-06-29T16:18:52.566,0.07,7.25,184aabc4-6203-4b15-8f5f-ec9e6910d51b
2023-06-29T16:40:39.455,0.07,7.25,4489391e-648e-4632-a2ce-e000cfae780f
2023-06-29T20:04:08.016,0.07,7.25,8c2dd1b0-b81a-41f1-8a1e-75faeb44946b
2023-06-29T20:21:55.534,0.07,7.25,32ac973e-3593-4bb6-92c3-2c9e8a3a3dd1
2023-06-29T20:36:38.409,0.07,7.25,a8ad45f0-0862-4041-9938-7c583a19278e
2023-06-29T21:55:40.658,0.07,7.25,c53f05f7-c48d-4fc5-8b70-37f0508f089d
2023-06-29T23:37:01.385,0.15,7.25,aed8cb43-d24a-4cee-b939-d583d66aa31c
2023-06-29T23:58:24.774,0.15,7.25,3ce8a045-1986-4c18-a83c-be53bfe929ae
2023-06-30T00:36:59.291,0.15,7.25,54393773-18e4-4153-9866-b1654d288b9d
2023-06-30T07:29:32.204,0.07,7.25,aa46875e-a955-418d-8de5-1ae6645354d6
2023-06-30T07:40:00.698,0.07,7.25,479d58ea-9a77-450e-a7d5-60122614f89b
2023-06-30T10:44:56.327,0.07,7.25,19d2de52-fefa-4c46-82c3-413959d1ff3b
2023-06-30T11:07:28.171,0.07,7.25,c4bfd84e-be20-4dbc-a97c-929157cf1c90
2023-06-30T11:49:17.437,0.1,7.25,7dce7ab3-c07b-42f5-a8a9-2e9a8a495f69
2023-06-30T13:45:59.562,0.08,7.25,074e7d44-6076-4065-a55f-23b5da0d0469
2023-06-30T15:34:50.598,0.09,7.25,4ce79de3-cb1f-40b9-bde7-07850e051212
2023-06-30T18:12:22.24,0.09,7.25,42ee89b2-cfb3-4b9c-9d05-d2b971dc6307
2023-06-30T18:43:13.801,0.09,7.25,f035addd-ef02-4f85-8b32-05e41d25b79f
2023-06-30T19:04:38.543,0.07,7.25,3fe4cff7-1aa8-4796-aadc-e6240b06acfe
2023-06-30T19:45:47.344,0.08,7.25,b2134c3e-f57d-43ea-9eeb-43d24b411491
2023-06-30T21:29:39.798,0.08,7.25,b45a5fd9-07b2-4b44-b89d-32489f4220e1
2023-06-30T21:48:11.412,0.08,7.25,3e58b539-a234-4b8a-a155-2a7e8181a7e0
2023-07-01T06:58:06.799,0.08,7.25,3b648f93-e07b-4b8a-b32e-df6d11855b8a
2023-07-01T10:11:38.65,0.08,7.25,dd47f98e-5cd1-46dc-b1b3-822614a82442
2023-07-01T10:49:57.419,0.07,7.25,eba8b168-b321-4f8e-828f-23a3199e0bec
2023-07-01T13:47:23.875,0.08,7.25,8c7f919a-3064-41e2-b72a-f01f6efdd2e0
2023-07-01T15:40:57.898,0.15,7.25,6e4a4dd0-388f-4be3-8308-6194f174555c
2023-07-01T17:46:48.118,0.15,7.25,5968446c-c059-4e0d-a559-044f47c6de60
2023-07-01T18:30:29.705,0.07,7.25,3d1d8708-834d-4d54-b57a-38afb9f3d47c
2023-07-01T19:15:30.887,0.07,7.25,96f753e3-4040-421a-aa7f-f88928f5a683
2023-07-02T06:36:10.312,0.07,7.25,60503913-7cc7-4581-b4ad-b9e4aef9d4f0
2023-07-02T07:08:47.843,0.07,7.25,d7f83858-6fb9-4141-b0cd-eaf87ecc2ba4
2023-07-02T07:36:48.634,0.07,7.25,6895625a-96fc-4d06-ab74-bea26e153fc7
2023-07-02T09:29:04.394,0.07,7.25,23f7dae7-9b8c-4cc9-a534-47c36896b85c
2023-07-02T10:06:04.449,0.07,7.25,ee0ce137-ad24-43ef-be34-7098ba7367c9
2023-07-02T12:05:33.712,0.08,7.25,4ad151cf-0108-4339-90a8-1ebc76bd01aa
2023-07-02T12:32:48.634,0.07,7.25,c2040061-efb8-4885-8ade-d3153896ec7f
2023-07-02T15:05:31.296,0.07,7.25,aa250601-7c0f-4718-b462-83df83488d93
2023-07-02T15:22:27.463,0.07,7.25,38610d26-7247-4971-b476-f4d024c7669c
2023-07-02T15:34:25.505,0.07,7.25,a7d6f017-f567-47bf-a76c-ba1e362464b3
2023-07-02T17:05:05.698,0.07,7.25,f67a5299-5151-41ef-a3ef-f53df69cdc06
2023-07-02T17:50:24.37,0.07,7.25,62c4eba3-8ee9-4cef-8459-ffda10a63a8f
2023-07-02T19:19:44.385,0.07,7.25,c0fc2d25-67de-4b68-8372-effabdcc46a2
2023-07-02T19:50:26.465,0.07,7.25,1f13db24-28d8-4b3f-b030-fde49df8e394
2023-07-02T20:06:13.528,0.07,7.25,0c519e86-e6ed-415a-b2ce-167cca0512d0
2023-07-02T20:46:50.119,0.07,7.25,4477b7a3-4f4d-4b8f-bf85-323430dc227c
2023-07-03T06:01:08.89,0.07,7.25,726b4256-2a2e-47af-a9fd-8194a97031ed
2023-07-03T06:23:38.742,0.07,7.25,d463c85c-8362-44e3-b9bd-ce740598bcb2
2023-07-03T07:22:15.966,0.07,7.25,559750db-0415-472b-ae25-57de42658b31
2023-07-03T09:59:06.166,0.07,7.25,fac6bed2-bb04-487c-88aa-452a085403b2
2023-07-03T10:15:33.289,0.07,7.25,0b1a0f6c-081f-41da-ad13-57d136dc57bd
2023-07-03T13:07:58.395,0.07,7.25,9766fbf4-e580-4b83-a1f1-079b9dfa0ce9
2023-07-03T13:48:29.035,0.07,7.25,86d80cf3-6b2b-4569-b31f-2bb5bf74046b
2023-07-03T14:48:19.134,0.07,7.25,176ed07d-d217-4ead-960c-e6ed7af9e127
2023-07-03T16:32:10.256,0.07,7.25,420b9b56-e3b6-4505-b484-b20a203d002f
2023-07-03T16:58:31.649,0.07,7.25,2f6d9b62-caa9-4115-89cc-1c3b20464250
2023-07-03T17:41:23.123,0.07,7.25,125894a7-50c6-4b8f-8cb5-f67408daa2bb
2023-07-03T18:06:32.656,0.07,7.25,6a42ea7b-d6ab-47f3-b451-20c16e01c2f7
2023-07-03T18:47:51.25,0.07,7.25,a2812dec-22bc-4edf-9d5a-d03e4efae88f
2023-07-03T20:46:13.252,0.07,7.25,c773a996-dcb0-4808-b071-4f5e946b9897
2023-07-03T21:14:13.267,0.07,7.25,eeea8045-7083-47c2-96aa-8c483baaf5b3
2023-07-04T06:12:52.84,0.07,7.25,3cb6c4af-2b4d-4c4a-b92c-5ead9586b9bc
2023-07-04T06:43:31.542,0.07,7.25,89a632c7-dfe4-48ab-99a8-d17ebdce20a1
2023-07-04T07:49:38.625,0.07,7.25,59ff7531-dfd3-49b0-acbc-0e873ff881de
2023-07-04T10:14:03.346,0.07,7.25,a45e3593-7f47-4139-ad82-32776087a201
2023-07-04T10:35:15.067,0.07,7.25,78e45d3e-19d7-4cf1-a777-2cc936f56078
2023-07-04T11:26:32.057,0.07,7.25,a801ebcd-e113-4f95-b91b-99eca343c63e
2023-07-04T13:53:33.276,0.07,7.25,f2aaad70-ea54-4b67-a723-5ca77e7b181e
2023-07-04T14:27:47.836,0.07,7.25,d839f97e-409d-46c3-b77c-54164230343f
2023-07-04T14:38:00.854,0.07,7.25,53144d44-070e-4fbe-8bea-5ad8f86f1e72
2023-07-04T16:39:45.732,0.07,7.25,05000f47-1951-4ff2-a542-568238feb6d7
2023-07-04T17:01:33.188,0.07,7.25,297d4116-7b6b-46bd-9ca4-4b8bae878296
2023-07-04T17:21:37.774,0.07,7.25,ea946630-105a-4455-bd0b-94f917dd5bc8
2023-07-04T18:41:40.728,0.07,7.25,8ab4c5c8-bb85-475b-becc-57b218670a7a
2023-07-04T18:58:12.004,0.07,7.25,869f11e5-9083-45d9-8ba8-c12f44830bbb
2023-07-04T19:19:10.048,0.07,7.25,7f8d5784-d731-4eda-b509-67a198997d0b
2023-07-04T22:49:27.651,0.08,7.25,f9c974e5-f2c8-4e8b-82c6-d187034b3e62
2023-07-04T23:21:57.917,0.07,7.25,0b5a1230-eaa5-482d-9f3b-7b01d5538f46
2023-07-05T06:13:38.065,0.07,7.25,0315b86b-76f5-41fe-ac19-192eb00e00f4
2023-07-05T06:26:25.643,0.07,7.25,36bd5848-106f-4179-b2ed-5c3d8ff97375
2023-07-05T06:51:51.702,0.07,7.25,2eac8f4e-8c22-4c9a-8542-681f234be255
2023-07-05T09:31:12.744,0.07,7.25,e59db6b5-003b-4a89-83ed-1d8089b169b8
2023-07-05T10:01:00,0.07,7.25,06dc5f6d-378d-4467-89a2-7b27b582f213
2023-07-05T10:37:12.651,0.07,7.25,a8c194a6-8b4e-4462-9419-f6dfbdc69fe0
2023-07-05T11:27:14.675,0.07,7.25,aa234f52-ddc5-4221-be4d-0832035de3a5
2023-07-05T12:14:28.627,0.07,7.25,8acfa083-25ac-4c80-bc8f-9d76a7c98649
2023-07-05T12:28:55.076,0.07,7.25,3deb06e7-de97-4fc1-bddf-4f98c2619192
2023-09-01T09:37:39.259,0.3,5,c2e1cf31-5af1-4191-885f-1e93786a9573
2023-09-01T10:14:52.539,0.1,22,cf8b0854-93eb-4c6c-9fc1-9f1c61adefab
2023-09-01T12:22:42.755,0.25,5,5d6a2ace-777d-4620-92ca-ba211710bcd6
2023-09-01T15:43:43.39,0.3,5,ad18c7ef-fb87-4a93-b7bb-99df4aab5c38
2023-09-01T18:11:38.032,0.25,5,1daa6dff-d575-4d8f-86e9-e044efe7cf5b
2023-09-01T19:54:21.843,0.1,22,c57da877-838b-48cb-a51e-7401eb3b27d3
2023-09-01T21:17:43.364,0.25,5,b3486017-310e-433a-b99e-325d146386eb
2023-09-02T00:27:24.506,0.25,22,4c3691b5-6c8d-4b8c-b1f5-1777c0742fc9
2023-09-02T01:05:58.313,0.1,22,c191041f-b405-4fcc-b775-c2f0b7a0e2ab
2023-09-02T10:02:49.782,0.25,5,3a1afe06-f4c8-487a-a31e-ecf744cd3df1
2023-09-02T11:25:20.412,0.25,5,7fcf7a39-05de-4a5f-9881-368c464f51f3
2023-09-02T13:49:39.321,0.25,5,e04c04d5-af81-46b7-8280-458a5314e0ac
2023-09-02T16:35:25.996,0.25,22,b58152e0-7af9-4cca-990b-23878f50ce6f
2023-09-02T19:50:58.515,0.1,22,1557cf6b-6307-46fb-ad6b-af80618d468c
2023-09-02T20:31:01.528,0.1,22,082dba1f-f67f-4bc4-ad17-0cf6f4c7f0d4
2023-09-02T21:08:08.547,0.1,22,01fa5e8d-77e6-4cf9-b1c3-e36bdb715b74
2023-09-02T22:05:37.523,0.2,22,79f0d8ef-57e9-48e3-a220-643aea47394a
2023-09-02T23:32:59.014,0.1,22,c4b5bec1-79f6-4d45-b9b8-6f4ff9bdc6fd
2023-09-02T23:56:09.609,0.1,22,7d5f19c4-3350-4dc4-b786-9966439052f5
2023-09-02T23:56:11.302,0.1,22,f09d4e83-7bbe-4d59-998e-204969be3df5
2023-09-03T01:04:10.784,0.1,22,2cbc3861-6c23-4775-b0fc-4e8677e0f866
2023-09-03T11:51:43.408,0.1,22,5425132f-073e-45e4-bd5c-eb3a2a38f367
2023-09-03T13:40:37.361,0.1,22,f0554420-d6b7-4712-8061-c13a4a64650d
2023-09-03T13:46:00.096,0.1,22,88f39359-bdcb-4483-9e72-95e0afd3d148
2023-09-03T14:30:01.714,0.1,22,db80c359-2ae4-4a74-aab8-c6e68f8baee5
2023-09-03T17:20:45.347,0.1,22,c2da1aba-6aa3-48c6-9aab-18336ab4b983
2023-09-03T17:20:47.893,0.1,22,e9e2c073-f941-47cb-9db2-e7eb8e520ac1
2023-09-03T19:02:40.708,0.1,22,c31fd59f-1d9c-4fa7-b61d-64730ba6f03e
2023-09-03T19:12:44.121,0.1,22,8b268ce6-4c3b-4ea8-8238-8ae4302ab88f
2023-09-03T19:33:45.64,0.1,22,a4915d7b-4303-4220-947e-196582248834
2023-09-03T22:33:11.225,0.1,22,1b2f97a2-637d-4b97-b582-e878a068fda0
2023-09-03T22:44:53.624,0.1,22,323647a3-0f37-40ff-ade5-b6efaadddc60
2023-09-03T23:51:03.696,0.1,22,d8648cd4-965e-4314-bef1-44000d224dad
2023-09-04T01:15:22.857,0.1,22,30672dbe-ea47-413b-a378-d85815692181
2023-09-04T11:36:09.721,0.3,22,a53b780f-ec12-433c-8bd6-4fe22e74feea
2023-09-04T13:04:50.173,0.1,22,be2ba133-1b25-4281-a3fe-6b865ec20854
2023-09-04T13:04:52.982,0.1,22,4df09896-8392-4a62-a85e-fb740c1515c3
2023-09-04T14:05:52.862,0.1,22,393a6e91-a3c4-4c16-81f1-782942ec7666
2023-09-04T15:23:53.237,0.1,22,743bb373-b65a-41c4-8abf-312cde9c5bf7
2023-09-04T17:27:26.622,0.1,22,a5cf0149-1465-44c5-af46-6b7b8ecd7396
2023-09-04T18:40:49.043,0.1,22,d22c2729-66f9-4159-95cd-c46f78fb96a6
2023-09-04T20:34:24.158,0.1,22,584cbde4-0caf-4ada-931e-682fe00c6b62
2023-09-04T22:20:20.496,0.1,22,999317d2-a089-4e0e-a96f-9f357880ffbc
2023-09-05T10:58:25.991,0.1,22,0bdcf39c-e699-4e45-8f08-5ebfb2360e4d
2023-09-05T11:16:43.772,0.1,22,21db407f-1506-4eac-9107-d60ba32a10ee
2023-09-05T12:57:10.579,0.1,22,17ce6044-5b19-4b82-8101-b71bd36b01f1
2023-09-05T14:05:48.142,0.1,22,7710337f-4bb0-441f-8166-18368f23b5a4
2023-09-05T15:35:31.818,0.1,22,3a12e7ed-2aa2-4ea8-a504-5ab0a0c23156
2023-09-05T17:20:24.273,0.1,22,921105b9-bea5-4ef1-b8b1-7bb46dd61827
2023-09-05T17:20:25.651,0.1,22,f2ae9de7-828a-47d2-8f2f-5e514a62ac12
2023-09-05T18:47:52.528,0.1,22,6e5e7f69-1835-48ce-95d0-8d3a869a6b9f
2023-09-05T19:06:14.665,0.1,22,143e07b3-0d0a-4425-a98f-e36524875ccb
2023-09-05T21:59:21.659,0.1,22,501fab5b-9882-4bd0-8e49-ae01236c0ce6
